Brand,Name,Price,Size,Rating,Details,Ingredients
CLINIQUE,Beyond Perfecting Powder Foundation + Concealer,$29.00 ,SIZE 0.51 oz/ 14.5 g,3.6 / 5 stars,"Coverage:
? Full

Skin type:
? Normal
? Combination

Finish:
? Matte
? Natural

What it is:
 A full-coverage powder foundation and concealer in one with a unique, dual-sided sponge for easy on-the-go application.

What does:
This weightless powder makeup features full coverage that doesn’t clog pores. The color stays true all day while still allowing the skin to breathe comfortably. 

The formula contains a special moisture-locking blend that adds comfort to dry areas, while simultaneously working to diminish oil and shine. Its light reflecting particles give skin a flawless, natural finish.

What it is formulated WITHOUT:
- Parabens

What else you need to know:
 This product is non-acnegenic, dermatologist-tested, ophthalmologist-tested, and allergy-tested. It’s 100 percent fragrance free and oil free, and is sweat and humidity resistant with up to eight hours of wear.","Talc , Octyldodecyl Stearoyl Stearate , Zinc Stearate , Zinc Laurate , Dimethicone , Bentonite , Hdi/Trimethylol Hexyllactone Crosspolymer , Silica , Astrocaryum Murumuru Seed Butter , Glycerin , Squalane , Lauroyl Lysine , Hydrolyzed Soy Protein , Cetearyl Dimethicone Crosspolymer , Lecithin , Tocopheryl Acetate , Tetrahexyldecyl Ascorbate , Water\Aqua\Eau , Magnesium Myristate , Potassium Sorbate , Coconut Acid , Tetrasodium Edta , Chlorphenesin , [+/- Mica , Titanium Dioxide (Ci 77891) , Iron Oxides (Ci 77491) , Iron Oxides (Ci 77492) , Iron Oxides (Ci 77499) , Ultramarines (Ci 77007) , Bismuth Oxychloride (Ci 77163) , Red 7 Lake (Ci 15850) , Blue 1 Lake (Ci 42090) , Carmine (Ci 75470)] "
MAKE UP FOR EVER,PREP. COVER. SET. Customizable Mat Velvet + Mattifying Foundation Set,$59.00 ,N/A,2.8 / 5 stars,"Customizing your set is simple: 
STEP 1: Select your shade of Mat Velvet Foundation. 
STEP 2: Add to your basket by clicking ""Add all to basket."" 
STEP 3: Step 1 Skin Equalizer Hydrating, Mist & Fix Setting Spray, and your personal shade of Mat Velvet Foundation will automatically be added to your basket and the discount will be applied at checkout. 

Note: Each item will display separately with the original price when added to your basket. When applied, the discount will display above your order total.  

Coverage: 
? Full 

Skin type: 
? Sensitive 
? Normal 
? Combination 
? Oily 

Finish: 
? Matte 

What it is: 
A customizable set featuring a Mat Velvet + Mattifying Foundation in the shade of your choice, plus the complementary primer and setting spray, Skin Equalizer Smoothing and Mist and Fix Setting Spray, creating your natural matte finish. 

What it does: 
 This limited-edition kit includes the basic essentials for a matte complexion that will last all day. Prep your skin with Step 1 Skin Equalizer Smoothing Primer. Perfect for large pores and fine lines, this innovative primer is the perfect first step for smoother, more even, longer-lasting make up. Cover with Mat Velvet Foundation, a smooth, full coverage foundation that effortlessly conceals imperfections, minimizes pores, and controls shine with a velvet-matte finish. Set with Mist & Fix, the pros' secret weapon for longer-lasting makeup. This lightweight, non-sticky setting spray locks in makeup and keeps color fresh while also increasing hydration. 

This set contains: 
- 1.01 oz/ 30 mL Mist & Fix 
- 0.05/ 14.7 mL Step 1 Skin Equalizer Hydrating 
- 1.01 oz/ 30 mL Mat Velvet Foundation 

 Note: promotions and discount offers do not apply to this set. ",N/A
Antonym,Certified Organic Baked Foundation,Certified Organic Baked Foundation,SIZE 0.29 oz/ 8.5 g,4.2 / 5 stars,"Coverage:
? Sheer 

Skin type:
? Sensitive
? Normal
? Dry 
? Combination
? Oily

Finish:
? Matte

What it is:
A revitalizing and brightening foundation that provides uniformity, while remaining transparent and light on the face. 

What it does:
 The Certified Organic Baked Foundation brightens and revitalizes your complexion, blending beautifully for flawless, radiant skin. It features light-reflecting properties and multihued shades, yet gives off a transparent look. 

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates 

What else you need to know:
This product is cruelty-free and Ecocert certified. ","-Squalane: Derived from olive oil; improves moisture balance and elasticity.

Talc, Mica, Lauroyl Lysine, Zea Mays Starch*, Squalane, Octyldodecanol, Hectorite, Water, Polyglyceryl-3 Diisostearate, Benzyl Alcohol,Dehydroacetic Acid, Sorbic Acid. *Ingred"
DERMAdoctor,DD Cream Dermatologically Defining BB Cream Broad Spectrum SPF 30,DD Cream Dermatologically Defining BB Cream Broad Spectrum SPF 30,SIZE 1.3 oz,3.4 / 5 stars,"What it is: 
 A multifunctional corrective beauty balm with self-adjusting coverage and mineral-based, broad-spectrum SPF 30 protection. 

What it is formulated to do:
- An all-purpose, mineral-based beauty balm 
- Features SPF 30 sun protection 
- Comes in one shade 

The alphabet soup stops here—DD does it all. This Dermatologists’ Dream Cream defines, delays, defends, delights, and delivers. It provides 15 healthy skin benefits, a mineral based SPF 30, and a self-adjusting white sapphire complex that enhances the unique beauty of each skin tone—no shade matching is required. It infuses skin with a dermatologist-developed beautifying cocktail that leaves skin healthy and naturally gorgeous.

Additional benefits include the following: self-adjusting coverage, antiaging, hydrating, defending, evening skin tone, minimizing pores, blemish soothing, reducing redness, firming, brightening, priming, enhancing vibrancy, refining, mattifying, and nourishing. 

What it is formulated WITHOUT: 
- Parabens 
- Sulfates 
- Phthalates

What else you need to know:
Beauty Balms or BB Creams were originally developed as a perfect post-procedure cream used to treat, hydrate, prime, protect, and camouflage the skin. Great for all skin types including those with sensitive skin, these versatile “five-in-one” formulas are designed to do it all: treat with high levels of active skin care ingredients; moisturize and smooth dehydrated skin; prime and perfect skin’s surface; camouflage and color correct the skin tone; and protect skin from the sun with SPF. They can be used as a last step for their skin care benefits or used on their own as an instant beautifier. 

This product is cruelty-free. ","-Titanium Dioxide 3.3 %: Sunscreen. 
-Zinc Oxide 12.05%: Sunscreen. 

Alumina, Aluminum Hydroxide, Behenyl Alcohol, Butylene Glycol , C12-15 Alkyl Benzoate, Caprylic/Capric/Myristic/Stearic Triglyceride, Caprylyl Glycol, Carbomer, Cellulose Gum, Cetyl "
Guerlain,Lingerie de Peau Powder Foundation Compact ,Lingerie de Peau Powder Foundation Compact,SIZE 0.35 oz,4.3 / 5 stars,"Coverage:
? Sheer

Finish:
? Matte 

What it is:
A nude powder compact foundation that retains moisture and achieves a matte effect. 

What it does:
Go nude—and matte—with this Lingerie De Peau Nude Powder Foundation from Guerlain. With its moisture retaining formula, matte effect, and light coverage, it leaves skin with the ultimate soft-focus effect and flawless finish. 

What it is formulated WITHOUT:
- Parabens
- Sulfates 
- Phthalates 

Research results:
 On application: 
- 97% of women reported complexion appears even 
- 90% of women reported complexion appears corrected 
- 97% of women reported the skin doesn't feel tight 

 After 1 month of use: 
- 97% of women reported the texture is comfortable 
- 84% of women reported the feeling of comfortable skin texture lasts 
- 94% of women reported that it lets the skin breathe 
- 94% of women reported that the sponge spreads the foundation smoothly","-Hyaluronic Acid: Provides moisture retention. 
-Bio-Fusion Micro Mesh: Fine micro-mesh that combines the complementary talents of synthetic and natural polymers. 
-Silk and Linen Fibers and Stretch Fibers"
Bobbi Brown,Retouching Wand,Retouching Wand,SIZE 0.1 oz/ 3.1 mL,4.0 / 5 stars,"What it is: 
 A foundation and a concealer in one lightweight formula that delivers targeted, sheer coverage in a portable, flow-through wand with a sponge tip. 

What it does: 
The Retouching Wand’s unique formula seamlessly and invisibly evens out your skin for a retouched-yet-natural look. Featuring patented pigment technology, it delivers undetectable, no-makeup coverage. Just use it just where you need it or all over, as you would a foundation. Creamy yet lightweight, the liquid formula comes in a flow-through pen for easy application, even on the go. The ultra-portable wand has a sponge applicator to instantly buff product into your skin for a dewy, airbrushed finish. 

What it is formulated WITHOUT: 
- Parabens 
- Sulfates 
- Phthalates 

What else you need to know: 
 Bobbi Brown’s Retouching Wand is perfect for all skin types and offers an array of shades. ","Water\Aqua\Eau, Dimethicone, Isododecane, Glycerin, Isononyl Isononanoate, Talc, Cetyl Dimethicone, Nylon-12, Cetyl Peg/Ppg-10/1 Dimethicone, Polyglyceryl-4 Isostearate, Dimethiconol, Vitis Vinifera (Grape) Fruit Extract, Fraxinus Excelsior Bark Extract, Niacinamide, Caprylic/Capric Triglyceride, Silanetriol, Potassium Citrate, Sodium Chloride, Butylene Glycol, Disteardimonium Hectorite, Dimethicone Crosspolymer, Propylene Carbonate, Sodium Dehydroacetate, Boron Nitride, Synthetic Beeswax, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Disodium Edta, Chlorphenesin, Phenoxyethanol, [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499)] 

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
MAKE UP FOR EVER,Liquid Lift Foundation,Liquid Lift Foundation,SIZE 1.01 oz/ 30 mL,4.2 / 5 stars,"What it is:
 An oil-free, medium-coverage liquid foundation that gives the appearance of firmer, lifted skin. 

What it does:
 Formulated with Polylift, Liquid Lift Foundation enhances the elasticity of the skin and smooths fine lines and wrinkles for an even complexion. Its lightweight texture creates a natural, dewy finish and moisturizes the skin for a supple, smooth result.

What else you need to know:
 This product is ideal for combination, dry, and mature skin. ","Water, Cyclopentasiloxane, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Glycerin, Magnesium Sulfate, Silica Dimethyl Silylate, Sodium Chloride, Phenoxyethanol, Magnesium Stearate, Bis PEG/PPG-14/14 Dimethicone, PEG-30 Dipolyhydroxystearate, Cera Alba (Beeswax), Prunus Amygdalus Dulcis Extract (Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract), PPG-3 Myristyl Ether, Sodium Myristoyl Glutamate, Propylparaben, Methylparaben, Disteardimonium Hectorite, Sodium Dehydroacetate, Chlorphenesin, Tetrasodium EDTA, Propylene Carbonate, Parfum (Fragrance), Sodium Methylparaben, Sodium Propylparaben, Sodium Ethylparaben, Benzyl Salicylate, Coumarin, Citronnellol, Butylphenyl Methylpropional, Linalool, Alpha-Isomethyl Ionone, [+/- CI 77891 (Titanium Dioxide), CI 77491(Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides)]."
Dr. Dennis Gross Skincare,Instant Radiance Sun Defense Sunscreen Broad Spectrum SPF 40,Instant Radiance Sun Defense Sunscreen Broad Spectrum SPF 40,SIZE 1.7 oz,3.9 / 5 stars,"Which skin type is it good for?
? Normal
? Oily
? Combination
? Dry
? Sensitive 

What it is:
An illuminating, color-correcting and skin-blending tinted moisturizer that provides a flawless complexion while defending skin against harmful free radicals and UVA/UVB rays with broad-spectrum SPF 40 protection. 

Solutions for:
- Dullness and uneven texture
- Uneven skin tone
- Redness 

If you want to know more…
Color correct, hydrate, and cover up in one easy step. This color correcting, tinted hydrator contains all-physical broad-spectrum protection in SPF 40, available in two blendable shades for all skin types. This innovative three-in-one formula is designed to give your complexion an immediate dewy glow, while its intelligent color correcting complex helps cover and correct the look of imperfections such as redness and discolorations for instant radiance. Get these incredible benefits while protecting your skin from harmful UV rays. 

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates 

What else you need to know:
 This product is safe to use around the eye area and is cruelty-free. ","-Titanium Dioxide 
-Zinc Oxide 

Water, Glycerin, Butylene Glycol, Isononyl Isononanoate, Pentylene Glycol, Carthamus Tinctorius (Safflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, C12-15 Alkyl Benzoate, Coconut Alkanes, Hydroxyethyl Acrylate/Sodium"
 ,See All ,Perfectionist Youth-Infusing Serum Makeup SPF 25,N/A,Error,Error,Error
Guerlain,Lingerie de Peau Aqua Nude Foundation,Lingerie de Peau Aqua Nude Foundation,SIZE 1 oz/ 30 mL,4.3 / 5 stars,"Coverage:
? Sheer

Skin type:
? Sensitive
? Normal
? Dry
? Combination
? Oily

Finish:
? Natural

What it is:
 An ultra-light fluid foundation for sheer coverage with intense hydration.

What it does:
 Guerlain has revolutionized second-skin effect make-up with Lingerie de Peau Aqua Nude, an intensely hydrating, long-lasting, and light-textured foundation for a more beautiful complexion. Its incredible weightless film appears to smooth and perfect the skin’s texture with a sheer finish. Infused with skincare water, the formula intensely hydrates the skin for endless comfort and a visibly replumped appearance, day after day. Interlaced in an evanescent micro-mesh, the volatile oils evaporate, leaving an invisible film in perfect harmony with the skin for the ultimate bare skin sensation. 

What else you need to know:
 This product is noncomedogenic. Guerlain Aqua Plump technology improves hydration by targeting water channels and distributing water evenly over the surface of the skin.","-Guerlain Aqua Plump Technology: Improves hydration by distributing water evenly over the surface of the skin. 
-Interlaced Evanescent Micro-Mesh: Allows the volatile oils to evaporate, leaving an invisible film in perfect harmony with the skin for the u"
Black Up,Matifying Fluid Foundation,Matifying Fluid Foundation,SIZE 1 oz/ 30 mL,4.3 / 5 stars,"What it is: 
 An eight-hour wear, long-lasting, mattifying fluid foundation. 

What it does: 
This foundation is formulated to create a matte finish with eight hours of long-lasting hold. The oil free fluid texture is easy to apply, and it rebalances combination skin types, offering a natural-looking, medium-coverage makeup look. Tested under dermatological control. 

What it is formulated WITHOUT: 
- Parabens 

What else you need to know: 
This product is free of fragrance and was tested under dermatological control.

black|Up is the French upscale beauty brand dedicated to women of color. The Paris-based line is known for its range of professional-quality makeup that is developed by women of color and answers the specific needs of darker skin tones.","-Enantia Chlorantha Bark Extract, Butylene Glycol, and Oleanolic Acid: Provides mattifying and pore-minimizing properties. 
-Silicone: Delivers long-lasting hold and smooth texture. 

Water, Cyclopentasiloxane, Butylene Glycol, Talc, Alcohol Denat., Bi"
